Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Taylor County, Iowa",19,173,46825.0,43.3,40.5,45.6,5941.0,20.0,21.0,43.0,0.0,142.0,45.0,1567.0,182.0,531.0,683.0,446.0,26.0,3.0
"Union County, Iowa",19,175,47597.0,40.1,39.2,41.6,12119.0,149.0,38.0,82.0,15.0,23.0,89.0,2639.0,432.0,1413.0,1097.0,956.0,111.0,6.0
"Van Buren County, Iowa",19,177,47197.0,44.0,43.4,46.0,7155.0,42.0,9.0,7.0,0.0,5.0,46.0,1775.0,191.0,653.0,658.0,508.0,7.0,14.0
"Worth County, Iowa",19,195,50880.0,44.4,43.4,45.2,7274.0,84.0,7.0,22.0,1.0,1.0,52.0,1652.0,256.0,832.0,823.0,586.0,23.0,17.0
"Ringgold County, Iowa",19,159,50642.0,45.0,41.8,47.0,4842.0,6.0,17.0,43.0,0.0,57.0,3.0,1180.0,123.0,481.0,470.0,521.0,45.0,20.0
"Adams County, Iowa",19,003,49745.0,47.7,45.8,48.5,3686.0,16.0,7.0,21.0,0.0,17.0,27.0,979.0,97.0,362.0,336.0,357.0,15.0,9.0
"Adair County, Iowa",19,001,49477.0,45.7,44.7,48.1,7045.0,24.0,0.0,36.0,0.0,8.0,3.0,2130.0,193.0,644.0,630.0,598.0,60.0,21.0
"Audubon County, Iowa",19,009,48750.0,48.3,48.1,49.8,5559.0,34.0,1.0,26.0,0.0,0.0,5.0,1560.0,149.0,616.0,499.0,414.0,19.0,19.0
"Chickasaw County, Iowa",19,037,50688.0,44.2,43.1,45.0,11908.0,63.0,32.0,44.0,0.0,29.0,60.0,3205.0,362.0,975.0,1231.0,964.0,57.0,20.0
"Clarke County, Iowa",19,039,49718.0,40.7,38.1,44.0,8734.0,10.0,15.0,94.0,0.0,228.0,91.0,2619.0,153.0,866.0,638.0,822.0,40.0,0.0
"Davis County, Iowa",19,051,52390.0,37.5,36.9,37.8,8658.0,11.0,0.0,30.0,0.0,3.0,51.0,1763.0,254.0,584.0,639.0,666.0,41.0,22.0
"Dickinson County, Iowa",19,059,59889.0,48.7,46.5,50.8,16535.0,91.0,48.0,72.0,0.0,90.0,4.0,3266.0,342.0,1897.0,1734.0,2572.0,313.0,94.0
"Ida County, Iowa",19,093,51978.0,44.7,43.1,46.6,6794.0,6.0,58.0,31.0,0.0,21.0,22.0,1703.0,195.0,721.0,573.0,794.0,32.0,6.0
"Johnson County, Iowa",19,103,59965.0,29.9,29.7,30.3,119818.0,9220.0,277.0,8984.0,161.0,2505.0,684.0,11965.0,1877.0,11329.0,7246.0,23817.0,4471.0,4794.0
"Keokuk County, Iowa",19,107,48399.0,44.0,41.8,45.7,10033.0,14.0,10.0,46.0,7.0,9.0,39.0,2744.0,260.0,869.0,971.0,955.0,66.0,10.0
"Monroe County, Iowa",19,135,50179.0,42.2,40.6,43.5,7614.0,6.0,0.0,70.0,0.0,118.0,23.0,2133.0,337.0,639.0,530.0,677.0,21.0,57.0
"Tama County, Iowa",19,171,56110.0,43.2,42.4,43.8,15198.0,105.0,1331.0,62.0,7.0,235.0,44.0,4206.0,525.0,1471.0,1585.0,1415.0,93.0,43.0
"Wapello County, Iowa",19,179,43329.0,39.5,37.6,41.2,31131.0,1061.0,42.0,330.0,97.0,2057.0,344.0,7292.0,1260.0,3313.0,2624.0,2858.0,326.0,115.0
"Sioux County, Iowa",19,167,66022.0,33.3,32.5,34.2,32377.0,127.0,128.0,253.0,7.0,1318.0,134.0,5782.0,681.0,2502.0,2610.0,4023.0,208.0,210.0
"Franklin County, Iowa",19,069,48172.0,42.4,40.8,45.6,9546.0,154.0,10.0,11.0,0.0,537.0,44.0,2402.0,245.0,1078.0,1000.0,825.0,84.0,27.0
"Calhoun County, Iowa",19,025,46302.0,45.1,42.1,47.9,9417.0,175.0,33.0,31.0,0.0,35.0,64.0,2173.0,387.0,1143.0,830.0,885.0,102.0,45.0
"Carroll County, Iowa",19,027,54563.0,41.7,40.3,44.2,19846.0,301.0,17.0,31.0,0.0,89.0,44.0,4705.0,515.0,1842.0,1806.0,2361.0,144.0,158.0
"Cedar County, Iowa",19,031,62555.0,41.9,41.2,44.1,17821.0,133.0,64.0,51.0,0.0,65.0,17.0,4183.0,481.0,1851.0,1795.0,2220.0,81.0,81.0
"Cerro Gordo County, Iowa",19,033,50569.0,44.5,42.7,45.9,40743.0,730.0,184.0,487.0,0.0,312.0,193.0,8313.0,1383.0,5137.0,4624.0,4887.0,384.0,156.0
"Floyd County, Iowa",19,067,48607.0,44.6,42.0,46.3,15036.0,301.0,57.0,272.0,11.0,39.0,51.0,3381.0,303.0,1328.0,1737.0,1787.0,76.0,84.0
"Greene County, Iowa",19,073,52529.0,45.7,43.4,47.5,8840.0,11.0,8.0,122.0,3.0,0.0,32.0,2022.0,325.0,923.0,763.0,926.0,85.0,0.0
"Hardin County, Iowa",19,083,52207.0,44.4,41.3,47.3,16454.0,263.0,64.0,103.0,0.0,135.0,99.0,3638.0,393.0,2011.0,1732.0,1774.0,136.0,80.0
"Louisa County, Iowa",19,115,54393.0,41.0,40.3,42.4,10289.0,117.0,31.0,442.0,0.0,301.0,109.0,2401.0,355.0,1066.0,849.0,834.0,49.0,26.0
"Lucas County, Iowa",19,117,47325.0,44.8,42.4,46.2,8535.0,9.0,3.0,0.0,0.0,0.0,22.0,2196.0,343.0,782.0,632.0,778.0,67.0,24.0
"Lyon County, Iowa",19,119,62012.0,38.0,36.4,39.8,11398.0,8.0,66.0,28.0,14.0,117.0,22.0,2545.0,247.0,894.0,994.0,1217.0,63.0,76.0
"Winnebago County, Iowa",19,189,50072.0,42.5,41.7,44.2,10046.0,115.0,34.0,129.0,0.0,65.0,33.0,2213.0,299.0,1106.0,985.0,1168.0,51.0,16.0
"Palo Alto County, Iowa",19,147,50470.0,42.3,40.6,45.0,8780.0,183.0,14.0,46.0,0.0,16.0,26.0,1564.0,256.0,982.0,1031.0,1232.0,53.0,29.0
"Shelby County, Iowa",19,165,55638.0,46.9,45.5,47.6,11288.0,54.0,21.0,37.0,0.0,221.0,26.0,2742.0,355.0,980.0,1037.0,1321.0,58.0,19.0
"Appanoose County, Iowa",19,007,40377.0,45.1,44.3,47.1,12222.0,74.0,17.0,68.0,0.0,7.0,66.0,2870.0,378.0,1277.0,862.0,1156.0,128.0,28.0
"Henry County, Iowa",19,087,52275.0,40.4,39.0,42.1,18275.0,415.0,72.0,511.0,9.0,196.0,57.0,4035.0,975.0,2002.0,1826.0,1998.0,93.0,55.0
"Iowa County, Iowa",19,095,58077.0,41.8,41.3,42.5,15847.0,131.0,4.0,30.0,8.0,63.0,47.0,4079.0,315.0,1605.0,1282.0,1544.0,123.0,53.0
"Jasper County, Iowa",19,099,56363.0,42.6,40.2,44.9,35171.0,590.0,57.0,155.0,51.0,70.0,85.0,9070.0,1781.0,3507.0,2914.0,3561.0,199.0,88.0
"Page County, Iowa",19,145,46708.0,44.4,42.5,46.8,14454.0,315.0,136.0,170.0,9.0,101.0,65.0,3120.0,749.0,1607.0,1196.0,1662.0,93.0,46.0
"Winneshiek County, Iowa",19,191,60788.0,41.0,40.1,42.3,19944.0,214.0,33.0,222.0,0.0,37.0,44.0,4108.0,339.0,1742.0,2008.0,2366.0,178.0,319.0
"Poweshiek County, Iowa",19,157,51456.0,40.7,39.7,41.4,17381.0,380.0,0.0,374.0,8.0,50.0,114.0,4185.0,443.0,1524.0,1123.0,1648.0,201.0,235.0
"Pottawattamie County, Iowa",19,155,56291.0,39.6,38.2,41.1,87106.0,1358.0,326.0,569.0,0.0,1929.0,488.0,18330.0,3024.0,9308.0,6587.0,9163.0,674.0,339.0
"Marshall County, Iowa",19,127,52752.0,38.5,37.4,40.1,34069.0,432.0,113.0,1326.0,19.0,3516.0,348.0,7810.0,1098.0,3881.0,2686.0,3721.0,221.0,221.0
"Clayton County, Iowa",19,043,51114.0,46.5,45.4,47.9,17320.0,184.0,21.0,79.0,0.0,15.0,82.0,5116.0,464.0,1783.0,1276.0,1471.0,116.0,41.0
"Boone County, Iowa",19,015,57906.0,41.4,40.2,42.4,25493.0,108.0,72.0,99.0,172.0,67.0,120.0,5422.0,754.0,2781.0,2492.0,3124.0,228.0,218.0
"Bremer County, Iowa",19,017,65440.0,39.2,37.9,40.3,23770.0,234.0,52.0,274.0,4.0,111.0,31.0,4851.0,499.0,2274.0,2157.0,3321.0,164.0,208.0
"Buena Vista County, Iowa",19,021,52784.0,35.1,34.3,35.6,15899.0,543.0,4.0,1849.0,256.0,1635.0,413.0,3496.0,310.0,1704.0,1210.0,1838.0,144.0,138.0
"Howard County, Iowa",19,089,51422.0,41.8,40.7,42.6,9152.0,66.0,0.0,22.0,0.0,11.0,13.0,2484.0,206.0,810.0,842.0,627.0,64.0,8.0
"Emmet County, Iowa",19,063,47419.0,42.5,41.3,43.6,9288.0,164.0,43.0,24.0,0.0,62.0,17.0,1969.0,194.0,966.0,770.0,967.0,25.0,34.0
"Guthrie County, Iowa",19,077,56306.0,45.7,43.7,47.4,10386.0,36.0,33.0,29.0,0.0,57.0,59.0,2644.0,284.0,965.0,821.0,1125.0,98.0,52.0
"Hancock County, Iowa",19,081,57840.0,44.5,41.7,46.0,10609.0,69.0,34.0,41.0,8.0,49.0,35.0,2615.0,353.0,1078.0,1162.0,1183.0,71.0,11.0
"Humboldt County, Iowa",19,091,48847.0,43.0,41.7,44.1,9352.0,18.0,30.0,30.0,0.0,39.0,25.0,2203.0,287.0,884.0,934.0,1032.0,45.0,22.0
"Madison County, Iowa",19,121,60077.0,40.8,40.0,41.9,15321.0,48.0,7.0,178.0,18.0,5.0,149.0,3529.0,297.0,1429.0,1353.0,1894.0,61.0,16.0
"Marion County, Iowa",19,125,57917.0,39.5,38.7,40.2,31710.0,198.0,97.0,378.0,0.0,237.0,98.0,6840.0,926.0,2870.0,2433.0,3920.0,195.0,298.0
"Washington County, Iowa",19,183,59157.0,40.8,38.7,42.7,21363.0,210.0,58.0,123.0,9.0,101.0,48.0,5103.0,688.0,1902.0,1669.0,2179.0,189.0,133.0
"Wright County, Iowa",19,197,48935.0,44.3,43.2,45.6,12032.0,61.0,29.0,56.0,0.0,491.0,61.0,2864.0,288.0,1558.0,1069.0,1182.0,53.0,42.0
"Cass County, Iowa",19,029,45637.0,44.6,43.1,46.9,12985.0,38.0,41.0,74.0,21.0,48.0,60.0,3347.0,483.0,1228.0,862.0,1343.0,134.0,49.0
"Cherokee County, Iowa",19,035,53998.0,46.3,44.4,47.7,11257.0,110.0,41.0,52.0,0.0,8.0,21.0,2609.0,369.0,1185.0,1136.0,1199.0,83.0,36.0
"Crawford County, Iowa",19,047,51091.0,37.6,34.4,39.1,15166.0,254.0,128.0,317.0,14.0,929.0,204.0,3635.0,467.0,1513.0,1031.0,1117.0,93.0,24.0
"Des Moines County, Iowa",19,057,47524.0,42.5,41.2,43.5,36099.0,2414.0,65.0,252.0,0.0,112.0,142.0,7566.0,1468.0,4933.0,3596.0,3884.0,204.0,173.0
"Fayette County, Iowa",19,065,48412.0,43.7,41.1,45.9,19250.0,269.0,9.0,184.0,0.0,51.0,46.0,4584.0,779.0,1907.0,1505.0,1897.0,147.0,103.0
"Harrison County, Iowa",19,085,57558.0,44.0,42.4,45.2,13850.0,28.0,83.0,36.0,14.0,17.0,48.0,3380.0,393.0,1599.0,1077.0,1311.0,90.0,41.0
"Kossuth County, Iowa",19,109,54868.0,45.8,44.5,46.8,14748.0,124.0,21.0,85.0,0.0,47.0,31.0,3742.0,313.0,1636.0,1471.0,1705.0,106.0,12.0
"Mills County, Iowa",19,129,67949.0,42.1,41.7,43.1,14433.0,118.0,107.0,32.0,0.0,83.0,66.0,3121.0,501.0,1528.0,1077.0,1629.0,59.0,54.0
"Monona County, Iowa",19,133,41598.0,46.7,42.8,48.5,8494.0,10.0,231.0,15.0,0.0,13.0,13.0,2169.0,361.0,988.0,740.0,705.0,45.0,54.0
"Muscatine County, Iowa",19,139,56398.0,38.1,37.1,39.0,39055.0,879.0,78.0,477.0,28.0,1035.0,402.0,8242.0,1491.0,3531.0,3687.0,4129.0,327.0,137.0
"Osceola County, Iowa",19,143,53604.0,44.0,41.9,46.6,5819.0,79.0,5.0,4.0,4.0,166.0,55.0,1474.0,162.0,511.0,537.0,595.0,33.0,7.0
"Polk County, Iowa",19,153,63530.0,35.2,34.4,36.0,395365.0,30229.0,1378.0,20321.0,416.0,6566.0,3785.0,65375.0,12055.0,43232.0,31038.0,75457.0,7235.0,3117.0
"Webster County, Iowa",19,187,42148.0,39.6,36.4,42.7,33959.0,1727.0,118.0,487.0,6.0,153.0,66.0,6736.0,1476.0,3846.0,3557.0,3608.0,222.0,224.0
"Story County, Iowa",19,169,52671.0,25.9,24.7,27.7,83487.0,1835.0,278.0,7026.0,39.0,474.0,169.0,8132.0,1121.0,6097.0,4602.0,13567.0,947.0,3354.0
"Woodbury County, Iowa",19,193,51350.0,35.6,34.4,36.8,88402.0,3311.0,1857.0,2897.0,227.0,2698.0,853.0,17835.0,3594.0,8965.0,5997.0,10188.0,963.0,418.0
"Black Hawk County, Iowa",19,013,50916.0,34.9,33.7,35.9,112631.0,11811.0,441.0,2733.0,317.0,1960.0,736.0,22326.0,3998.0,11901.0,9678.0,15068.0,1163.0,1221.0
"Grundy County, Iowa",19,075,65170.0,42.4,41.0,44.4,12138.0,84.0,3.0,34.0,0.0,10.0,7.0,2554.0,208.0,1318.0,1237.0,1712.0,88.0,15.0
"Jackson County, Iowa",19,097,51806.0,44.6,43.5,45.9,18803.0,108.0,5.0,89.0,129.0,34.0,38.0,5248.0,535.0,1584.0,1571.0,1678.0,105.0,102.0
"Jones County, Iowa",19,105,58391.0,43.6,43.3,44.1,19616.0,520.0,81.0,16.0,0.0,52.0,81.0,5203.0,775.0,1808.0,1904.0,1708.0,77.0,70.0
"Lee County, Iowa",19,111,48266.0,43.3,41.0,45.1,32551.0,872.0,77.0,210.0,0.0,177.0,109.0,8340.0,1536.0,3775.0,3128.0,2740.0,236.0,52.0
"Mitchell County, Iowa",19,131,53675.0,43.7,42.1,46.3,10438.0,14.0,28.0,67.0,0.0,8.0,25.0,2786.0,241.0,833.0,1013.0,934.0,31.0,15.0
"Montgomery County, Iowa",19,137,43674.0,44.5,43.3,45.9,9756.0,0.0,64.0,0.0,0.0,157.0,38.0,2447.0,338.0,935.0,926.0,867.0,43.0,11.0
"Warren County, Iowa",19,181,71514.0,38.2,37.4,39.1,46926.0,145.0,82.0,270.0,162.0,240.0,106.0,8789.0,1052.0,5043.0,3407.0,6961.0,529.0,323.0
"Sac County, Iowa",19,161,53254.0,45.9,44.8,48.1,9694.0,86.0,0.0,0.0,0.0,50.0,19.0,2407.0,236.0,1150.0,880.0,1026.0,62.0,34.0
"Mahaska County, Iowa",19,123,50568.0,39.7,37.7,41.1,21256.0,343.0,60.0,297.0,13.0,84.0,103.0,5024.0,789.0,1935.0,1397.0,2546.0,129.0,85.0
"Plymouth County, Iowa",19,149,61316.0,40.5,39.6,41.5,23897.0,110.0,84.0,141.0,27.0,448.0,46.0,5192.0,537.0,2912.0,2091.0,2696.0,155.0,44.0
"Buchanan County, Iowa",19,019,59348.0,38.7,37.7,39.6,20619.0,70.0,61.0,117.0,0.0,21.0,61.0,5021.0,686.0,1917.0,1744.0,2019.0,136.0,32.0
"Clay County, Iowa",19,041,48978.0,42.2,40.4,44.1,15733.0,77.0,2.0,79.0,6.0,106.0,41.0,3467.0,565.0,1895.0,1413.0,1921.0,133.0,35.0
"Clinton County, Iowa",19,045,50295.0,42.2,41.3,43.5,44594.0,1223.0,186.0,333.0,0.0,254.0,178.0,10810.0,1453.0,4687.0,3901.0,4346.0,236.0,190.0
"Decatur County, Iowa",19,053,41042.0,36.5,34.6,38.9,7733.0,135.0,24.0,53.0,17.0,20.0,1.0,1538.0,274.0,623.0,348.0,638.0,24.0,55.0
"Smith County, Kansas",20,183,45357.0,51.6,51.0,52.5,3564.0,14.0,21.0,9.0,0.0,4.0,4.0,891.0,89.0,469.0,273.0,394.0,31.0,34.0
"Grant County, Kansas",20,067,57474.0,32.6,30.8,33.4,6449.0,0.0,25.0,0.0,0.0,1079.0,105.0,1234.0,169.0,603.0,321.0,538.0,41.0,58.0
"Jackson County, Kansas",20,085,53592.0,41.4,40.1,42.5,11583.0,87.0,1047.0,29.0,34.0,6.0,17.0,3101.0,529.0,1485.0,735.0,1183.0,46.0,24.0
"Kingman County, Kansas",20,095,57593.0,45.5,44.0,47.0,7334.0,27.0,28.0,2.0,0.0,13.0,0.0,1494.0,205.0,845.0,362.0,908.0,20.0,29.0
"Logan County, Kansas",20,109,49926.0,40.4,38.0,42.0,2670.0,1.0,11.0,0.0,0.0,17.0,0.0,519.0,61.0,339.0,247.0,262.0,23.0,0.0
"Cherokee County, Kansas",20,021,41101.0,41.4,40.8,42.3,18566.0,83.0,636.0,34.0,95.0,66.0,185.0,4251.0,632.0,2567.0,1085.0,1713.0,136.0,54.0
"Nemaha County, Kansas",20,131,53368.0,40.4,37.7,43.3,9804.0,55.0,65.0,30.0,1.0,12.0,46.0,2511.0,253.0,796.0,531.0,1122.0,54.0,47.0
"Pottawatomie County, Kansas",20,149,64410.0,35.2,35.3,35.0,21859.0,150.0,297.0,194.0,0.0,140.0,63.0,3777.0,510.0,2086.0,1195.0,3310.0,168.0,331.0
"Wyandotte County, Kansas",20,209,42783.0,33.7,32.8,34.5,98530.0,37774.0,847.0,6325.0,163.0,12416.0,2624.0,28565.0,5454.0,15374.0,7445.0,11616.0,952.0,572.0
"Butler County, Kansas",20,015,62324.0,38.1,36.4,39.8,61854.0,1461.0,543.0,767.0,13.0,200.0,196.0,9183.0,2191.0,7458.0,4318.0,8573.0,432.0,348.0
"Clay County, Kansas",20,027,55434.0,43.0,42.3,44.4,7932.0,54.0,48.0,49.0,0.0,16.0,4.0,1536.0,174.0,948.0,616.0,927.0,18.0,14.0
"Lincoln County, Kansas",20,105,48693.0,46.6,45.1,48.8,3080.0,21.0,3.0,0.0,0.0,0.0,0.0,660.0,68.0,410.0,313.0,287.0,18.0,19.0
"Saline County, Kansas",20,169,49728.0,37.9,37.0,39.2,48233.0,1711.0,193.0,1325.0,23.0,1830.0,475.0,10115.0,2095.0,5698.0,2864.0,6167.0,650.0,304.0
"Sumner County, Kansas",20,191,52695.0,40.7,39.1,41.9,22042.0,226.0,244.0,82.0,0.0,155.0,90.0,4671.0,734.0,2788.0,1456.0,2444.0,129.0,68.0
"Trego County, Kansas",20,195,55197.0,49.4,48.3,52.3,2768.0,4.0,39.0,46.0,0.0,7.0,0.0,580.0,71.0,416.0,171.0,347.0,12.0,8.0
"Wabaunsee County, Kansas",20,197,58947.0,43.4,43.1,43.7,6638.0,22.0,35.0,38.0,0.0,18.0,58.0,1512.0,150.0,720.0,505.0,711.0,53.0,37.0
"Wilson County, Kansas",20,205,44468.0,44.0,42.0,46.3,8363.0,46.0,45.0,62.0,0.0,11.0,33.0,1749.0,473.0,1039.0,606.0,649.0,63.0,55.0
"Woodson County, Kansas",20,207,36493.0,48.6,47.7,49.4,2979.0,35.0,20.0,21.0,0.0,6.0,14.0,613.0,198.0,366.0,258.0,241.0,14.0,0.0
"Mitchell County, Kansas",20,123,44591.0,43.7,40.0,47.4,6067.0,42.0,26.0,33.0,0.0,18.0,3.0,1245.0,123.0,764.0,507.0,698.0,63.0,10.0
"Ness County, Kansas",20,135,48412.0,47.2,45.5,49.4,2939.0,7.0,6.0,8.0,0.0,37.0,0.0,691.0,65.0,414.0,199.0,323.0,7.0,0.0
"Osborne County, Kansas",20,141,42173.0,47.4,44.7,49.7,3548.0,17.0,15.0,10.0,0.0,22.0,7.0,860.0,110.0,446.0,223.0,429.0,35.0,20.0
"Atchison County, Kansas",20,005,46640.0,35.9,34.4,37.3,14922.0,510.0,82.0,55.0,9.0,37.0,44.0,3460.0,536.0,1672.0,849.0,1324.0,52.0,199.0
"Bourbon County, Kansas",20,011,39379.0,39.3,36.3,41.8,13687.0,478.0,109.0,126.0,0.0,33.0,65.0,2491.0,488.0,1791.0,1030.0,1191.0,143.0,30.0
"Finney County, Kansas",20,055,51703.0,30.6,29.8,32.0,28429.0,814.0,345.0,1456.0,0.0,4721.0,851.0,4030.0,939.0,3039.0,1799.0,2518.0,196.0,125.0
"Hamilton County, Kansas",20,075,48160.0,33.4,33.3,33.4,2261.0,86.0,4.0,0.0,0.0,222.0,8.0,584.0,34.0,230.0,93.0,225.0,10.0,11.0
"Kiowa County, Kansas",20,097,48226.0,40.8,41.1,40.6,2384.0,37.0,16.0,31.0,0.0,16.0,7.0,397.0,43.0,266.0,119.0,309.0,20.0,17.0
"Leavenworth County, Kansas",20,103,70022.0,37.3,36.4,38.9,65828.0,7057.0,504.0,1188.0,37.0,1340.0,215.0,11746.0,3566.0,8514.0,4439.0,9459.0,645.0,369.0
"Shawnee County, Kansas",20,177,54667.0,38.9,37.5,40.4,147861.0,14105.0,1337.0,2262.0,121.0,4139.0,1098.0,30851.0,6185.0,18553.0,7983.0,23162.0,2342.0,1427.0
"Sherman County, Kansas",20,181,52030.0,38.5,37.8,41.6,5522.0,19.0,10.0,111.0,0.0,285.0,14.0,1328.0,110.0,798.0,475.0,565.0,17.0,17.0
"Stanton County, Kansas",20,187,42222.0,39.3,39.2,39.4,1774.0,9.0,6.0,0.0,0.0,208.0,24.0,346.0,11.0,217.0,121.0,260.0,0.0,15.0
"Thomas County, Kansas",20,193,52465.0,36.3,34.4,37.8,7381.0,123.0,69.0,38.0,4.0,140.0,23.0,1235.0,289.0,808.0,691.0,946.0,31.0,31.0
"Meade County, Kansas",20,119,54167.0,37.7,35.4,40.8,3750.0,31.0,0.0,41.0,4.0,393.0,16.0,716.0,103.0,335.0,268.0,394.0,13.0,7.0
"Montgomery County, Kansas",20,125,43977.0,40.3,37.8,42.6,28487.0,1776.0,1039.0,344.0,54.0,323.0,240.0,5367.0,1065.0,4111.0,2752.0,2891.0,208.0,76.0
"Morris County, Kansas",20,127,50338.0,47.9,47.0,49.7,5376.0,5.0,11.0,33.0,0.0,39.0,53.0,1341.0,151.0,650.0,225.0,485.0,45.0,0.0
"Pratt County, Kansas",20,151,53415.0,39.2,34.8,42.7,9421.0,26.0,86.0,9.0,0.0,18.0,91.0,1412.0,202.0,969.0,707.0,1119.0,84.0,34.0
"Rawlins County, Kansas",20,153,50893.0,50.3,47.1,53.1,2433.0,10.0,11.0,7.0,0.0,29.0,9.0,509.0,45.0,316.0,225.0,365.0,26.0,5.0
"Rooks County, Kansas",20,163,48352.0,43.6,42.8,44.4,4973.0,36.0,13.0,23.0,0.0,15.0,8.0,993.0,127.0,551.0,340.0,602.0,38.0,29.0
"Anderson County, Kansas",20,003,40986.0,42.2,41.4,42.7,7498.0,15.0,277.0,0.0,0.0,0.0,12.0,1763.0,305.0,907.0,552.0,574.0,122.0,28.0
"Clark County, Kansas",20,025,46094.0,44.2,41.0,47.0,1958.0,24.0,30.0,19.0,0.0,0.0,4.0,358.0,28.0,277.0,91.0,382.0,7.0,0.0
"Ellsworth County, Kansas",20,053,48550.0,43.7,40.5,49.8,5664.0,242.0,115.0,35.0,0.0,135.0,43.0,1232.0,309.0,795.0,430.0,661.0,57.0,32.0
"Geary County, Kansas",20,061,46096.0,26.4,25.8,27.3,24965.0,6195.0,291.0,1119.0,286.0,661.0,87.0,3916.0,1012.0,3986.0,2541.0,2879.0,135.0,105.0
"Harper County, Kansas",20,077,48059.0,42.5,39.5,46.2,5537.0,10.0,136.0,10.0,0.0,12.0,25.0,1406.0,168.0,477.0,300.0,466.0,21.0,11.0
"Ford County, Kansas",20,057,49890.0,31.1,31.0,31.3,30893.0,787.0,184.0,493.0,8.0,1582.0,1003.0,4392.0,683.0,2391.0,1679.0,2480.0,240.0,88.0
"Russell County, Kansas",20,167,48427.0,48.7,46.3,49.7,6665.0,87.0,26.0,0.0,75.0,0.0,51.0,1270.0,337.0,1082.0,342.0,667.0,80.0,75.0
"Lyon County, Kansas",20,111,42992.0,32.9,32.6,33.2,29484.0,728.0,182.0,706.0,0.0,692.0,161.0,5246.0,1158.0,3045.0,1439.0,3498.0,247.0,239.0
"Marshall County, Kansas",20,117,50420.0,44.0,42.7,45.6,9547.0,28.0,31.0,31.0,27.0,39.0,47.0,2612.0,302.0,867.0,700.0,844.0,90.0,28.0
"Pawnee County, Kansas",20,145,46224.0,44.5,42.8,48.1,6093.0,351.0,19.0,4.0,0.0,101.0,2.0,1149.0,387.0,860.0,692.0,579.0,33.0,25.0
"Allen County, Kansas",20,001,43031.0,41.6,39.3,44.3,11938.0,185.0,14.0,73.0,19.0,56.0,103.0,2329.0,544.0,1548.0,1062.0,1086.0,58.0,11.0
"Cheyenne County, Kansas",20,023,47167.0,47.8,45.7,49.5,2504.0,0.0,0.0,23.0,0.0,93.0,8.0,530.0,53.0,295.0,224.0,386.0,25.0,3.0
"Comanche County, Kansas",20,033,51563.0,49.5,41.6,51.8,1721.0,0.0,0.0,0.0,0.0,7.0,6.0,338.0,66.0,247.0,96.0,167.0,3.0,0.0
"Cowley County, Kansas",20,035,46624.0,38.2,36.6,40.0,31510.0,1077.0,708.0,572.0,28.0,474.0,130.0,5793.0,1529.0,4025.0,2746.0,3215.0,264.0,53.0
"Elk County, Kansas",20,049,39405.0,50.8,49.7,53.3,2414.0,4.0,49.0,13.0,0.0,8.0,29.0,633.0,118.0,285.0,200.0,164.0,14.0,5.0
"Gove County, Kansas",20,063,50817.0,48.5,46.9,50.8,2553.0,4.0,25.0,22.0,0.0,1.0,8.0,607.0,70.0,280.0,219.0,365.0,21.0,2.0
"Franklin County, Kansas",20,059,53167.0,40.0,37.9,40.7,23769.0,388.0,101.0,75.0,2.0,554.0,67.0,5322.0,1007.0,2882.0,1491.0,2302.0,137.0,123.0
"Harvey County, Kansas",20,079,55687.0,39.2,38.0,40.4,32441.0,704.0,184.0,211.0,53.0,301.0,76.0,5010.0,984.0,4160.0,1890.0,4122.0,331.0,269.0
"Hodgeman County, Kansas",20,083,55345.0,46.8,44.8,50.3,1793.0,0.0,2.0,57.0,0.0,0.0,8.0,282.0,62.0,276.0,147.0,235.0,13.0,4.0
"Jewell County, Kansas",20,089,43125.0,51.9,50.9,52.5,2888.0,11.0,9.0,1.0,2.0,10.0,6.0,893.0,67.0,358.0,222.0,255.0,5.0,32.0
"Kearny County, Kansas",20,093,51439.0,34.8,32.9,35.9,3400.0,27.0,25.0,17.0,0.0,377.0,0.0,584.0,88.0,425.0,228.0,210.0,25.0,0.0
"Rice County, Kansas",20,159,48333.0,38.5,36.6,41.1,9055.0,191.0,27.0,67.0,16.0,262.0,59.0,1573.0,289.0,1135.0,578.0,961.0,35.0,80.0
"Stafford County, Kansas",20,185,47121.0,42.7,40.7,45.2,4067.0,28.0,8.0,10.0,0.0,48.0,10.0,694.0,119.0,488.0,337.0,494.0,14.0,13.0
"McPherson County, Kansas",20,113,56946.0,40.8,39.1,42.1,27306.0,300.0,184.0,140.0,10.0,214.0,101.0,4644.0,857.0,2992.0,1747.0,3881.0,216.0,144.0
"Osage County, Kansas",20,139,54186.0,43.4,42.8,43.7,15295.0,113.0,40.0,36.0,0.0,5.0,88.0,3473.0,659.0,1758.0,871.0,1548.0,28.0,99.0
"Greeley County, Kansas",20,071,47045.0,48.7,49.1,48.2,1066.0,10.0,9.0,2.0,0.0,96.0,6.0,235.0,54.0,100.0,61.0,200.0,8.0,2.0
