Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Other,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Morrill County, Nebraska",31,123,44201.0,42.9,42.4,43.5,4679.0,41.0,25.0,3.0,0.0,55.0,19.0,992.0,113.0,588.0,401.0,476.0,21.0,3.0
"Nemaha County, Nebraska",31,127,55536.0,38.0,36.9,39.9,6785.0,100.0,43.0,50.0,1.0,11.0,17.0,1423.0,105.0,641.0,517.0,897.0,25.0,43.0
"Seward County, Nebraska",31,159,63095.0,38.3,36.2,39.6,16457.0,86.0,22.0,105.0,0.0,128.0,84.0,2668.0,328.0,1465.0,1792.0,2031.0,194.0,183.0
"Thomas County, Nebraska",31,171,53173.0,42.1,37.3,47.3,628.0,0.0,2.0,0.0,0.0,2.0,0.0,114.0,6.0,97.0,61.0,112.0,6.0,0.0
"Dakota County, Nebraska",31,043,52401.0,33.8,33.0,34.6,14604.0,898.0,581.0,624.0,23.0,3378.0,235.0,3902.0,503.0,1656.0,874.0,1048.0,52.0,41.0
"Webster County, Nebraska",31,181,43831.0,46.1,44.6,48.4,3441.0,8.0,0.0,23.0,8.0,19.0,16.0,800.0,107.0,323.0,301.0,355.0,15.0,6.0
"Antelope County, Nebraska",31,003,46949.0,45.9,43.7,48.0,6252.0,16.0,20.0,23.0,0.0,60.0,22.0,1321.0,142.0,695.0,636.0,614.0,18.0,17.0
"Chase County, Nebraska",31,029,54568.0,44.4,43.6,45.4,3774.0,2.0,0.0,0.0,0.0,7.0,0.0,613.0,73.0,618.0,340.0,405.0,4.0,24.0
"Butler County, Nebraska",31,023,52448.0,43.5,42.1,46.1,7838.0,43.0,19.0,39.0,0.0,79.0,49.0,1895.0,263.0,738.0,686.0,793.0,30.0,17.0
"Clay County, Nebraska",31,035,54167.0,43.5,43.3,43.9,6063.0,27.0,18.0,21.0,0.0,57.0,10.0,1308.0,166.0,697.0,596.0,559.0,31.0,28.0
"Arthur County, Nebraska",31,005,41250.0,43.3,43.5,41.3,411.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,6.0,34.0,33.0,60.0,3.0,1.0
"Custer County, Nebraska",31,041,48836.0,43.5,41.9,45.2,10482.0,86.0,8.0,86.0,0.0,105.0,51.0,2257.0,179.0,1365.0,806.0,1100.0,76.0,111.0
"Franklin County, Nebraska",31,061,49453.0,50.7,50.3,51.3,2964.0,14.0,0.0,7.0,0.0,0.0,12.0,672.0,94.0,358.0,239.0,338.0,36.0,7.0
"Gage County, Nebraska",31,067,52223.0,44.2,42.1,45.8,20883.0,135.0,97.0,136.0,47.0,141.0,367.0,4473.0,742.0,2260.0,1898.0,2244.0,198.0,106.0
"Hamilton County, Nebraska",31,081,61944.0,42.3,40.5,44.1,8775.0,66.0,63.0,6.0,0.0,152.0,28.0,1793.0,175.0,947.0,669.0,1120.0,66.0,13.0
"Loup County, Nebraska",31,115,58625.0,52.8,53.3,51.6,535.0,0.0,2.0,0.0,0.0,0.0,0.0,158.0,2.0,65.0,32.0,68.0,4.0,0.0
"Jefferson County, Nebraska",31,095,46576.0,45.7,45.2,46.6,7040.0,1.0,72.0,10.0,0.0,8.0,81.0,1879.0,276.0,747.0,601.0,571.0,28.0,19.0
"Kearney County, Nebraska",31,099,53207.0,40.6,38.3,43.6,6401.0,8.0,17.0,16.0,0.0,33.0,29.0,1293.0,253.0,716.0,533.0,760.0,41.0,12.0
"Keith County, Nebraska",31,101,45078.0,49.7,49.1,50.2,7846.0,57.0,57.0,89.0,23.0,27.0,64.0,1814.0,220.0,966.0,711.0,950.0,70.0,97.0
"Madison County, Nebraska",31,119,49865.0,36.9,35.7,38.2,32121.0,519.0,533.0,385.0,0.0,977.0,270.0,6143.0,773.0,3392.0,3519.0,3250.0,339.0,111.0
"Perkins County, Nebraska",31,135,58125.0,43.3,41.3,45.9,2877.0,4.0,2.0,0.0,0.0,4.0,0.0,485.0,101.0,501.0,159.0,340.0,44.0,9.0
"Phelps County, Nebraska",31,137,56408.0,42.1,38.6,45.3,8882.0,13.0,22.0,15.0,0.0,63.0,35.0,1771.0,236.0,984.0,739.0,1185.0,55.0,85.0
"Saunders County, Nebraska",31,155,65015.0,41.0,40.3,42.3,20389.0,63.0,44.0,65.0,0.0,59.0,27.0,3936.0,383.0,2018.0,1689.0,2583.0,105.0,127.0
"Scotts Bluff County, Nebraska",31,157,47975.0,39.5,37.6,40.7,33718.0,277.0,548.0,228.0,32.0,872.0,254.0,5909.0,1050.0,4197.0,2650.0,3663.0,265.0,222.0
"Wayne County, Nebraska",31,179,58093.0,31.7,29.9,33.7,8947.0,196.0,48.0,45.0,0.0,67.0,27.0,1206.0,190.0,985.0,757.0,1249.0,86.0,69.0
"Keya Paha County, Nebraska",31,103,48864.0,50.2,46.3,51.6,704.0,1.0,0.0,1.0,0.0,4.0,0.0,181.0,10.0,87.0,69.0,71.0,13.0,4.0
"Kimball County, Nebraska",31,105,43017.0,46.0,45.7,46.6,3488.0,5.0,36.0,29.0,0.0,37.0,18.0,767.0,172.0,434.0,277.0,316.0,15.0,5.0
"Knox County, Nebraska",31,107,48072.0,47.2,45.1,49.0,7374.0,20.0,829.0,23.0,13.0,93.0,37.0,1854.0,177.0,892.0,767.0,886.0,67.0,25.0
"Lincoln County, Nebraska",31,111,55875.0,40.4,39.8,41.1,33965.0,410.0,87.0,218.0,12.0,218.0,148.0,6149.0,904.0,4511.0,3260.0,3630.0,196.0,214.0
"Merrick County, Nebraska",31,121,53536.0,43.5,43.3,43.8,7477.0,47.0,13.0,8.0,0.0,103.0,40.0,1698.0,188.0,1049.0,596.0,775.0,33.0,22.0
"Pierce County, Nebraska",31,139,55417.0,41.7,40.8,43.4,7002.0,25.0,10.0,26.0,6.0,10.0,37.0,1648.0,106.0,581.0,862.0,800.0,31.0,23.0
"Sioux County, Nebraska",31,165,45375.0,51.6,52.2,49.7,1178.0,5.0,2.0,3.0,0.0,0.0,15.0,280.0,14.0,135.0,95.0,204.0,3.0,0.0
"Burt County, Nebraska",31,021,50174.0,46.6,45.5,47.9,6245.0,41.0,131.0,28.0,0.0,36.0,37.0,1460.0,273.0,645.0,569.0,660.0,47.0,9.0
"Cass County, Nebraska",31,025,68284.0,41.9,41.0,42.8,24648.0,81.0,40.0,86.0,75.0,147.0,72.0,4677.0,746.0,2939.0,2218.0,3177.0,166.0,137.0
"Cuming County, Nebraska",31,039,50734.0,44.0,43.8,44.1,8429.0,10.0,35.0,13.0,18.0,411.0,85.0,1964.0,202.0,746.0,740.0,958.0,80.0,26.0
"Dixon County, Nebraska",31,051,57036.0,42.2,42.0,42.3,5463.0,17.0,27.0,3.0,5.0,184.0,43.0,1317.0,146.0,553.0,388.0,503.0,12.0,20.0
"Dundy County, Nebraska",31,057,44653.0,43.6,41.3,44.9,1996.0,3.0,1.0,0.0,0.0,9.0,1.0,312.0,35.0,282.0,161.0,209.0,12.0,0.0
"Grant County, Nebraska",31,075,45833.0,48.6,41.7,50.2,669.0,6.0,0.0,0.0,0.0,0.0,0.0,162.0,20.0,95.0,55.0,89.0,1.0,0.0
"Greeley County, Nebraska",31,077,47218.0,45.9,45.3,46.9,2383.0,15.0,0.0,10.0,0.0,12.0,7.0,587.0,29.0,293.0,215.0,205.0,11.0,11.0
"Hall County, Nebraska",31,079,53807.0,35.8,34.4,37.2,54618.0,1379.0,360.0,768.0,163.0,3162.0,732.0,10686.0,1517.0,5999.0,3502.0,5391.0,477.0,215.0
"Hayes County, Nebraska",31,085,44946.0,42.7,42.7,42.6,950.0,0.0,0.0,0.0,0.0,3.0,2.0,149.0,22.0,145.0,103.0,101.0,2.0,0.0
"Otoe County, Nebraska",31,131,54605.0,41.7,39.2,44.1,15134.0,35.0,81.0,82.0,0.0,207.0,64.0,3647.0,489.0,1491.0,1200.0,1691.0,83.0,56.0
"Red Willow County, Nebraska",31,145,42882.0,40.8,37.7,44.0,10551.0,125.0,0.0,31.0,0.0,13.0,8.0,2183.0,309.0,1376.0,934.0,928.0,148.0,53.0
"Cedar County, Nebraska",31,027,57208.0,44.1,41.8,46.1,8403.0,2.0,69.0,6.0,2.0,40.0,17.0,2055.0,114.0,833.0,900.0,769.0,33.0,23.0
"Dawes County, Nebraska",31,045,46146.0,34.0,34.3,33.8,7954.0,145.0,258.0,85.0,195.0,62.0,7.0,1234.0,192.0,770.0,424.0,1152.0,153.0,213.0
"Johnson County, Nebraska",31,097,49564.0,41.1,38.1,47.8,4476.0,361.0,66.0,45.0,0.0,207.0,34.0,1126.0,431.0,462.0,384.0,451.0,21.0,27.0
"Cheyenne County, Nebraska",31,033,58770.0,40.7,40.8,40.5,9530.0,41.0,44.0,81.0,0.0,62.0,13.0,1632.0,260.0,1458.0,776.0,1422.0,114.0,31.0
"Dawson County, Nebraska",31,047,51238.0,35.8,35.3,36.4,21474.0,1415.0,149.0,6.0,12.0,526.0,555.0,4192.0,787.0,2053.0,1372.0,1687.0,150.0,63.0
"Garfield County, Nebraska",31,071,46509.0,51.4,53.3,50.6,1921.0,4.0,0.0,6.0,0.0,16.0,4.0,449.0,36.0,296.0,167.0,197.0,13.0,6.0
"McPherson County, Nebraska",31,117,60714.0,48.5,46.4,49.5,422.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,77.0,44.0,63.0,0.0,2.0
"Nance County, Nebraska",31,125,45428.0,45.4,44.1,48.2,3541.0,3.0,17.0,2.0,3.0,3.0,12.0,847.0,78.0,413.0,252.0,256.0,38.0,17.0
"Pawnee County, Nebraska",31,133,42176.0,50.1,48.5,51.6,2614.0,0.0,6.0,0.0,0.0,0.0,0.0,789.0,69.0,292.0,208.0,235.0,18.0,6.0
"Stanton County, Nebraska",31,167,57534.0,41.0,39.1,41.6,5853.0,77.0,0.0,16.0,0.0,17.0,0.0,1244.0,119.0,565.0,728.0,552.0,4.0,13.0
"Valley County, Nebraska",31,175,50270.0,46.0,44.4,46.6,4186.0,17.0,9.0,0.0,0.0,2.0,8.0,1094.0,91.0,536.0,263.0,473.0,25.0,15.0
"Wheeler County, Nebraska",31,183,49706.0,50.2,48.3,54.1,837.0,0.0,0.0,1.0,0.0,6.0,0.0,258.0,8.0,118.0,77.0,87.0,7.0,0.0
"Harlan County, Nebraska",31,083,46750.0,49.5,50.5,49.0,3340.0,32.0,18.0,11.0,1.0,30.0,16.0,705.0,113.0,374.0,408.0,377.0,27.0,0.0
"York County, Nebraska",31,185,59966.0,40.9,37.8,42.8,13118.0,167.0,46.0,35.0,0.0,170.0,6.0,2517.0,243.0,1456.0,1119.0,1843.0,148.0,129.0
"Blaine County, Nebraska",31,009,52000.0,46.8,47.3,46.5,492.0,0.0,0.0,3.0,7.0,0.0,0.0,116.0,17.0,60.0,48.0,51.0,15.0,3.0
"Buffalo County, Nebraska",31,019,55053.0,32.9,32.2,34.0,45402.0,603.0,83.0,625.0,5.0,1122.0,173.0,6771.0,795.0,5302.0,2970.0,6777.0,471.0,576.0
"Colfax County, Nebraska",31,037,54876.0,33.7,33.6,33.8,9303.0,292.0,142.0,59.0,11.0,505.0,350.0,1848.0,196.0,728.0,591.0,604.0,93.0,15.0
"Deuel County, Nebraska",31,049,53438.0,46.1,42.8,46.5,1822.0,1.0,19.0,6.0,0.0,23.0,5.0,387.0,63.0,294.0,118.0,166.0,10.0,4.0
"Hitchcock County, Nebraska",31,087,41582.0,47.1,45.1,48.4,2846.0,3.0,1.0,0.0,0.0,1.0,7.0,691.0,91.0,303.0,280.0,216.0,3.0,9.0
"Logan County, Nebraska",31,113,50278.0,38.9,37.3,45.2,880.0,6.0,2.0,0.0,0.0,10.0,4.0,158.0,8.0,106.0,99.0,119.0,6.0,0.0
"Platte County, Nebraska",31,141,58679.0,38.3,36.8,39.2,31395.0,144.0,107.0,205.0,4.0,655.0,172.0,6040.0,757.0,2741.0,2757.0,3184.0,277.0,165.0
"Polk County, Nebraska",31,143,63667.0,45.5,45.5,45.4,5095.0,7.0,26.0,3.0,0.0,40.0,0.0,1082.0,101.0,608.0,487.0,566.0,26.0,8.0
"Thayer County, Nebraska",31,169,48151.0,48.2,46.6,49.9,5001.0,13.0,14.0,0.0,0.0,15.0,14.0,1232.0,122.0,509.0,501.0,565.0,16.0,35.0
"Box Butte County, Nebraska",31,013,56328.0,40.5,40.1,41.4,10304.0,67.0,371.0,30.0,31.0,96.0,100.0,2274.0,327.0,1312.0,754.0,963.0,25.0,0.0
"Brown County, Nebraska",31,017,42773.0,48.9,47.8,49.5,2979.0,1.0,6.0,12.0,0.0,0.0,2.0,861.0,74.0,392.0,204.0,287.0,26.0,37.0
"Adams County, Nebraska",31,001,51721.0,37.9,35.6,39.5,29445.0,227.0,105.0,442.0,12.0,757.0,199.0,5356.0,692.0,3252.0,2397.0,2989.0,286.0,209.0
"Sheridan County, Nebraska",31,161,41209.0,46.1,45.3,47.6,4367.0,28.0,497.0,26.0,2.0,28.0,35.0,1074.0,128.0,640.0,345.0,694.0,55.0,11.0
"Lancaster County, Nebraska",31,109,55747.0,33.2,32.4,34.1,265051.0,12419.0,1730.0,12981.0,198.0,4652.0,1863.0,35263.0,6865.0,28358.0,21485.0,45943.0,4168.0,4660.0
"Boone County, Nebraska",31,011,53854.0,45.0,44.2,46.6,5274.0,26.0,3.0,7.0,7.0,5.0,4.0,1275.0,53.0,615.0,511.0,533.0,15.0,29.0
"Nuckolls County, Nebraska",31,129,42055.0,49.4,46.8,52.5,4227.0,11.0,4.0,51.0,0.0,7.0,3.0,1170.0,144.0,348.0,355.0,383.0,43.0,36.0
"Rock County, Nebraska",31,149,52361.0,51.9,48.6,53.9,1353.0,4.0,0.0,0.0,0.0,8.0,2.0,354.0,44.0,174.0,100.0,146.0,1.0,17.0
"Banner County, Nebraska",31,007,55000.0,48.1,44.7,48.4,706.0,4.0,0.0,0.0,0.0,2.0,0.0,148.0,21.0,125.0,79.0,62.0,11.0,4.0
"Frontier County, Nebraska",31,063,52090.0,45.5,45.6,45.4,2566.0,1.0,16.0,2.0,0.0,0.0,7.0,540.0,54.0,312.0,261.0,223.0,8.0,13.0
"Sherman County, Nebraska",31,163,48704.0,49.3,48.1,50.3,2998.0,0.0,1.0,17.0,0.0,24.0,12.0,721.0,122.0,310.0,234.0,280.0,22.0,0.0
"Douglas County, Nebraska",31,055,58640.0,34.3,33.5,35.2,438788.0,61063.0,2629.0,18873.0,332.0,11338.0,5729.0,65650.0,11306.0,57572.0,26488.0,88266.0,9836.0,5444.0
"Richardson County, Nebraska",31,147,46839.0,47.6,46.2,48.7,7505.0,17.0,220.0,14.0,0.0,14.0,14.0,1819.0,357.0,998.0,603.0,866.0,32.0,22.0
"Howard County, Nebraska",31,093,53648.0,43.3,41.0,44.4,6176.0,3.0,2.0,3.0,6.0,90.0,9.0,1651.0,97.0,642.0,414.0,682.0,38.0,24.0
"Holt County, Nebraska",31,089,52050.0,44.1,42.3,47.2,10015.0,15.0,81.0,48.0,3.0,55.0,37.0,2233.0,238.0,1097.0,1064.0,1061.0,110.0,26.0
"Furnas County, Nebraska",31,065,43400.0,46.1,45.6,46.4,4657.0,16.0,12.0,5.0,5.0,43.0,38.0,1010.0,153.0,572.0,372.0,506.0,15.0,19.0
"Gosper County, Nebraska",31,073,61769.0,49.5,47.0,51.1,1980.0,0.0,1.0,13.0,0.0,4.0,3.0,464.0,40.0,255.0,174.0,279.0,13.0,3.0
"Saline County, Nebraska",31,151,50932.0,36.0,35.5,37.2,12966.0,105.0,55.0,411.0,19.0,518.0,200.0,2443.0,581.0,1133.0,1288.0,802.0,52.0,35.0
"Sarpy County, Nebraska",31,153,75752.0,34.2,33.2,35.1,155145.0,6752.0,655.0,4382.0,172.0,2479.0,631.0,20968.0,2772.0,18772.0,10757.0,28689.0,1878.0,1058.0
"Thurston County, Nebraska",31,173,44701.0,28.1,27.0,29.9,2802.0,16.0,4014.0,50.0,0.0,26.0,14.0,1045.0,195.0,696.0,426.0,413.0,52.0,22.0
"Washington County, Nebraska",31,177,66485.0,41.2,40.0,42.2,19687.0,307.0,16.0,61.0,0.0,77.0,20.0,3521.0,499.0,2122.0,1644.0,3100.0,149.0,119.0
"Boyd County, Nebraska",31,015,48750.0,52.1,52.1,52.2,1957.0,10.0,31.0,18.0,0.0,5.0,6.0,564.0,22.0,242.0,175.0,247.0,6.0,7.0
"Cherry County, Nebraska",31,031,53226.0,43.8,40.7,45.8,5263.0,2.0,234.0,11.0,9.0,0.0,0.0,1252.0,142.0,827.0,379.0,593.0,11.0,98.0
"Dodge County, Nebraska",31,053,51748.0,39.1,38.4,40.1,34443.0,365.0,325.0,225.0,62.0,541.0,312.0,7490.0,1311.0,3771.0,2540.0,3076.0,207.0,148.0
"Fillmore County, Nebraska",31,059,56750.0,47.5,45.8,49.1,5439.0,32.0,29.0,9.0,0.0,34.0,17.0,1390.0,142.0,579.0,583.0,571.0,19.0,37.0
"Cheshire County, New Hampshire",33,005,60148.0,42.5,41.7,43.3,72689.0,582.0,137.0,970.0,25.0,266.0,325.0,14380.0,2269.0,6816.0,5114.0,10363.0,975.0,841.0
"Merrimack County, New Hampshire",33,013,69856.0,42.8,41.4,44.2,139920.0,1813.0,198.0,2628.0,0.0,502.0,526.0,23997.0,5207.0,13938.0,11759.0,22026.0,2442.0,1238.0
"Grafton County, New Hampshire",33,009,61036.0,42.9,41.1,44.0,82747.0,1088.0,415.0,3023.0,46.0,196.0,316.0,14954.0,2493.0,7332.0,5150.0,12183.0,2418.0,2557.0
"Rockingham County, New Hampshire",33,015,85619.0,44.1,42.9,45.1,287519.0,2214.0,384.0,5808.0,0.0,1628.0,788.0,48181.0,7095.0,27739.0,22140.0,55341.0,4165.0,2762.0
"Belknap County, New Hampshire",33,001,65834.0,46.7,46.2,47.4,58361.0,290.0,172.0,579.0,16.0,89.0,168.0,11379.0,1744.0,5946.0,4518.0,8666.0,1093.0,351.0
"Sullivan County, New Hampshire",33,019,59419.0,46.1,45.0,47.1,41601.0,236.0,150.0,267.0,18.0,43.0,164.0,9766.0,2075.0,4023.0,2857.0,5232.0,397.0,300.0
"Hillsborough County, New Hampshire",33,011,75777.0,40.5,39.5,41.7,366964.0,10309.0,458.0,15423.0,139.0,3724.0,2054.0,65004.0,11011.0,34280.0,28495.0,66236.0,4587.0,3371.0
"Strafford County, New Hampshire",33,017,67805.0,37.0,36.2,38.2,117831.0,1097.0,59.0,4154.0,0.0,397.0,532.0,18724.0,3845.0,10644.0,7766.0,18165.0,1069.0,1453.0
"Coos County, New Hampshire",33,007,45386.0,48.0,45.9,50.1,30350.0,768.0,138.0,182.0,37.0,156.0,150.0,7982.0,1857.0,3036.0,2544.0,3033.0,221.0,122.0
"Carroll County, New Hampshire",33,003,58139.0,51.4,50.6,51.9,46278.0,235.0,37.0,279.0,8.0,15.0,135.0,9478.0,1450.0,5155.0,3745.0,7979.0,706.0,375.0
"Churchill County, Nevada",32,001,46914.0,38.9,37.8,40.9,20327.0,606.0,1058.0,586.0,51.0,407.0,96.0,4194.0,921.0,3032.0,1786.0,2048.0,178.0,43.0
"Douglas County, Nevada",32,005,61176.0,50.8,49.8,51.8,42035.0,288.0,961.0,708.0,145.0,1972.0,247.0,7909.0,1040.0,7788.0,3899.0,6139.0,760.0,269.0
"Lander County, Nevada",32,015,79865.0,37.8,35.2,42.9,5250.0,3.0,422.0,3.0,29.0,120.0,103.0,1157.0,371.0,484.0,395.0,275.0,64.0,0.0
"Pershing County, Nevada",32,027,52308.0,43.1,42.2,43.9,5539.0,324.0,219.0,91.0,30.0,332.0,78.0,1366.0,446.0,881.0,391.0,381.0,47.0,10.0
"Esmeralda County, Nevada",32,009,39405.0,48.0,48.9,46.7,991.0,8.0,26.0,0.0,0.0,68.0,0.0,289.0,76.0,159.0,40.0,110.0,7.0,7.0
"Eureka County, Nevada",32,011,67159.0,47.3,47.8,44.5,1697.0,2.0,29.0,0.0,0.0,0.0,0.0,417.0,126.0,321.0,91.0,135.0,0.0,9.0
"Humboldt County, Nevada",32,013,69324.0,35.6,36.5,35.2,15063.0,110.0,800.0,43.0,3.0,623.0,121.0,3170.0,623.0,1867.0,802.0,1009.0,207.0,34.0
"Mineral County, Nevada",32,021,39375.0,46.7,47.4,45.7,2764.0,35.0,1179.0,206.0,0.0,90.0,11.0,789.0,351.0,637.0,327.0,303.0,0.0,13.0
"White Pine County, Nevada",32,033,60358.0,39.4,37.4,44.7,8465.0,477.0,623.0,74.0,17.0,118.0,11.0,2101.0,431.0,1289.0,633.0,693.0,12.0,30.0
"Elko County, Nevada",32,007,76178.0,34.1,33.6,34.4,45752.0,507.0,2922.0,523.0,121.0,1577.0,374.0,7816.0,1604.0,7219.0,2904.0,3848.0,247.0,66.0
"Lincoln County, Nevada",32,017,52971.0,41.6,44.1,40.0,4541.0,163.0,166.0,53.0,0.0,235.0,0.0,951.0,252.0,709.0,318.0,510.0,0.0,11.0
"Nye County, Nevada",32,023,44225.0,51.6,51.0,52.2,35881.0,1340.0,737.0,733.0,164.0,3327.0,428.0,10218.0,2013.0,6033.0,3057.0,2766.0,161.0,61.0
"Storey County, Nevada",32,029,63607.0,54.7,54.4,55.3,3619.0,28.0,53.0,73.0,0.0,17.0,0.0,854.0,161.0,697.0,175.0,531.0,37.0,56.0
"Washoe County, Nevada",32,031,58595.0,38.0,37.3,38.8,354735.0,10103.0,7219.0,23906.0,2689.0,27714.0,4293.0,59518.0,12962.0,55206.0,25201.0,57226.0,6263.0,4905.0
"Clark County, Nevada",32,003,54882.0,36.9,36.3,37.5,1301043.0,237543.0,13399.0,203606.0,15583.0,235631.0,24197.0,357482.0,54325.0,259768.0,112318.0,222051.0,22082.0,11045.0
"Carson City, Nevada",32,510,49341.0,43.0,40.6,44.8,43841.0,931.0,1365.0,1326.0,78.0,4969.0,421.0,8984.0,2147.0,7095.0,3372.0,5006.0,707.0,432.0
"Lyon County, Nevada",32,019,50920.0,43.8,43.4,44.2,44910.0,545.0,1248.0,571.0,109.0,2777.0,401.0,9305.0,2482.0,7525.0,3719.0,3580.0,160.0,152.0
"Monmouth County, New Jersey",34,025,91807.0,42.8,41.4,44.2,515213.0,45144.0,967.0,34255.0,249.0,19332.0,3309.0,98738.0,8974.0,50725.0,31102.0,115874.0,13595.0,7040.0
"Mercer County, New Jersey",34,021,77027.0,38.6,36.9,40.0,236826.0,76559.0,322.0,40012.0,130.0,11840.0,3325.0,55301.0,6286.0,28822.0,14056.0,53953.0,6521.0,9509.0
"Sussex County, New Jersey",34,037,89238.0,44.1,42.9,45.2,133544.0,2997.0,38.0,2864.0,14.0,1925.0,465.0,28623.0,3122.0,13125.0,8896.0,23533.0,1546.0,937.0
"Cumberland County, New Jersey",34,011,50000.0,36.8,35.7,38.6,102628.0,29732.0,1229.0,2081.0,11.0,12203.0,2503.0,34066.0,6953.0,12075.0,6877.0,10464.0,790.0,303.0
"Somerset County, New Jersey",34,035,106046.0,41.3,40.0,42.6,225398.0,31335.0,764.0,57106.0,21.0,11876.0,2193.0,44981.0,3633.0,22980.0,14152.0,66537.0,8461.0,8051.0
"Essex County, New Jersey",34,013,57365.0,37.3,35.7,38.8,336763.0,320278.0,2035.0,41325.0,196.0,79213.0,9781.0,138171.0,13656.0,69240.0,30651.0,109961.0,15037.0,7782.0
"Ocean County, New Jersey",34,029,65771.0,42.9,40.2,45.4,538498.0,17800.0,310.0,11618.0,242.0,12095.0,3233.0,125587.0,13794.0,55218.0,31010.0,76806.0,5360.0,2584.0
"Atlantic County, New Jersey",34,001,57514.0,41.1,39.4,42.5,182673.0,41259.0,908.0,22902.0,92.0,15397.0,2840.0,55464.0,6333.0,25594.0,13077.0,33494.0,3397.0,1525.0
"Gloucester County, New Jersey",34,015,81489.0,39.9,38.6,41.3,238127.0,29948.0,87.0,8894.0,78.0,6394.0,1529.0,60371.0,6754.0,23491.0,17907.0,40959.0,3238.0,2232.0
"Middlesex County, New Jersey",34,023,83133.0,38.1,37.0,39.2,497816.0,84015.0,1582.0,201243.0,251.0,32125.0,7766.0,131975.0,15879.0,60756.0,36252.0,142318.0,12916.0,10245.0
"Salem County, New Jersey",34,033,63934.0,41.9,40.5,43.1,51434.0,8473.0,127.0,615.0,0.0,1246.0,457.0,14974.0,1866.0,5708.0,4184.0,6440.0,249.0,273.0
"Passaic County, New Jersey",34,031,63339.0,36.7,35.4,38.2,319097.0,60323.0,2085.0,27097.0,141.0,84639.0,6539.0,107702.0,8523.0,39700.0,17904.0,60664.0,5010.0,2557.0
"Cape May County, New Jersey",34,009,62332.0,48.7,46.4,50.8,86283.0,4298.0,37.0,906.0,75.0,1265.0,996.0,20920.0,2166.0,8645.0,5128.0,14444.0,1331.0,495.0
"Camden County, New Jersey",34,007,65037.0,38.5,36.9,40.1,323012.0,99014.0,1122.0,29500.0,184.0,42580.0,5465.0,95153.0,11703.0,46739.0,25089.0,68485.0,8424.0,4007.0
"Bergen County, New Jersey",34,003,91572.0,41.6,40.1,43.1,664406.0,56391.0,1627.0,152608.0,308.0,41159.0,7911.0,146923.0,10720.0,68542.0,38048.0,196349.0,23606.0,11534.0
"Union County, New Jersey",34,039,73376.0,38.3,36.9,39.8,315421.0,117852.0,1509.0,27819.0,184.0,80495.0,6671.0,102753.0,7508.0,47623.0,22219.0,77535.0,9438.0,5366.0
"Warren County, New Jersey",34,041,75500.0,43.5,42.3,44.7,95692.0,4663.0,129.0,3077.0,21.0,1861.0,944.0,21137.0,2595.0,9413.0,6327.0,15509.0,1162.0,487.0
"Hudson County, New Jersey",34,017,62681.0,34.9,34.1,35.8,376168.0,84114.0,2132.0,103036.0,567.0,91410.0,9864.0,115751.0,10486.0,49636.0,21961.0,118853.0,11134.0,6341.0
"Hunterdon County, New Jersey",34,019,110969.0,45.9,44.2,46.8,114342.0,3406.0,70.0,4833.0,17.0,1349.0,575.0,17934.0,1296.0,9711.0,5818.0,26800.0,2791.0,2261.0
"Burlington County, New Jersey",34,005,82839.0,41.4,39.4,43.1,325697.0,73690.0,334.0,21831.0,171.0,9826.0,2640.0,80551.0,10030.0,38167.0,27444.0,74439.0,6793.0,4056.0
"Morris County, New Jersey",34,027,107034.0,42.3,40.9,43.7,406436.0,16065.0,592.0,50483.0,61.0,14916.0,2635.0,67740.0,5505.0,31780.0,22322.0,106554.0,13280.0,7231.0
"San Juan County, New Mexico",35,045,49686.0,34.6,33.5,35.6,66819.0,721.0,50052.0,770.0,75.0,6049.0,1295.0,21291.0,4428.0,16345.0,8519.0,6752.0,712.0,446.0
"Quay County, New Mexico",35,037,26663.0,46.1,41.7,46.9,7448.0,133.0,118.0,55.0,17.0,414.0,93.0,1858.0,459.0,836.0,430.0,485.0,9.0,21.0
"Lincoln County, New Mexico",35,027,42145.0,50.9,50.6,50.9,17796.0,121.0,344.0,103.0,0.0,681.0,89.0,3721.0,540.0,2803.0,1328.0,2907.0,171.0,217.0
"Chaves County, New Mexico",35,005,42177.0,35.3,34.1,36.8,54212.0,1093.0,989.0,490.0,31.0,6930.0,923.0,8346.0,2847.0,6676.0,3694.0,5149.0,304.0,299.0
"Lea County, New Mexico",35,025,59285.0,31.7,31.2,32.3,61283.0,2624.0,586.0,31.0,36.0,3386.0,996.0,10444.0,2563.0,6008.0,2829.0,3292.0,202.0,163.0
"Santa Fe County, New Mexico",35,049,57945.0,45.3,43.6,47.0,122270.0,1118.0,5163.0,1855.0,142.0,12923.0,950.0,20075.0,4051.0,16015.0,6658.0,22812.0,4081.0,3528.0
"Union County, New Mexico",35,059,38240.0,40.2,38.4,44.2,3534.0,55.0,158.0,1.0,0.0,313.0,67.0,888.0,304.0,349.0,176.0,296.0,13.0,5.0
